metric,coverage,quantity,point_estimate,ci_low,ci_high,n_bootstrap
distance_min,0.8,mae,0.0425741578581683,0.041487359466968785,0.04366986846803465,200
distance_min,0.8,rmse,0.10054117385080637,0.09805356912354583,0.10290935595850889,200
distance_min,0.7,mae,0.03874641759746353,0.037658097343917805,0.03979564005540808,200
distance_min,0.7,rmse,0.09427738518399081,0.09170952017439582,0.09697915581463439,200
distance_min,0.5,mae,0.031877718262132246,0.030762854563403552,0.033123753071899784,200
distance_min,0.5,rmse,0.08230587485378633,0.0797067753277079,0.08514123824727274,200
distance_mean,,nAURC(MAE),0.941447870193566,0.9296896377548953,0.9528166413239773,200
distance_mean,1.0,mae,0.048627571427021996,0.047615151524072544,0.049580729820833086,200
distance_mean,1.0,rmse,0.11107884072436089,0.10869699125178323,0.11329803048108125,200
distance_mean,0.95,mae,0.0479212168356044,0.0469687374119565,0.0489270888152242,200
distance_mean,0.95,rmse,0.10953121361165202,0.10719061401137568,0.1117518735350493,200
distance_mean,0.9,mae,0.04725129550772864,0.046269866242315674,0.04817160640837505,200
distance_mean,0.9,rmse,0.10804448129475089,0.10568108430066084,0.11010524861986772,200
distance_mean,0.8,mae,0.04609601100304595,0.045066094616827534,0.0471426393212597,200
distance_mean,0.8,rmse,0.10578171983512466,0.10337023821565469,0.10798239661593344,200
distance_mean,0.7,mae,0.04529362935545445,0.044128324475588024,0.04638783853829056,200
distance_mean,0.7,rmse,0.10451885528969186,0.10189840514555568,0.10713464462145389,200
distance_mean,0.5,mae,0.04308180924589777,0.0417422418655624,0.04451558814747897,200
distance_mean,0.5,rmse,0.09972547196958242,0.0969408037218232,0.10267897457219802,200
distance_median,,nAURC(MAE),0.9521156094443745,0.9405318466533347,0.9630014971461265,200
distance_median,1.0,mae,0.048627571427021996,0.047615151524072544,0.04958072982083308,200
distance_median,1.0,rmse,0.11107884072436089,0.10869699125178323,0.11329803048108125,200
distance_median,0.95,mae,0.047917177277761375,0.04694984472751972,0.04888423273726426,200
distance_median,0.95,rmse,0.10955174218776342,0.10704372030012156,0.11180296685443832,200
distance_median,0.9,mae,0.047311706144774576,0.04628185638189961,0.048237442635683817,200
distance_median,0.9,rmse,0.10813667109088013,0.1057825324706911,0.11023777593134994,200
distance_median,0.8,mae,0.04635882770323054,0.045341139205453955,0.047395354097676735,200
distance_median,0.8,rmse,0.10634615760746993,0.10395374758849558,0.1087113652572113,200
distance_median,0.7,mae,0.045912884131531016,0.04480687261172716,0.04698749616157626,200
distance_median,0.7,rmse,0.10543071653388278,0.10293125704274853,0.1080058513236028,200
distance_median,0.5,mae,0.04447952502892757,0.04323200303501881,0.04598380219791215,200
distance_median,0.5,rmse,0.10172012538887744,0.09911943341962949,0.1050074217575473,200
distance_spread,,nAURC(MAE),1.1344958855653098,1.1274507349962861,1.143835100332611,200
distance_spread,1.0,mae,0.048627571427021996,0.047615151524072544,0.049580729820833086,200
distance_spread,1.0,rmse,0.11107884072436089,0.10869699125178321,0.11329803048108124,200
distance_spread,0.95,mae,0.049120837924118546,0.04814019308603168,0.05016816858966014,200
