group,n_states,span_days,bursts_6h,bursts_12h,bursts_24h,bursts_48h,bursts_72h
1345,2,0.041666666666666664,1,1,1,1,1
1359,2,0.041666666666666664,1,1,1,1,1
1365,2,0.041666666666666664,1,1,1,1,1
965,2,0.041666666666666664,1,1,1,1,1
1372,2,0.9583333333333334,2,2,1,1,1
1264,2,0.041666666666666664,1,1,1,1,1
933,2,0.041666666666666664,1,1,1,1,1
1395,2,1.0,2,2,1,1,1
1398,2,0.20833333333333334,1,1,1,1,1
923,2,0.041666666666666664,1,1,1,1,1
922,2,0.041666666666666664,1,1,1,1,1
1404,2,0.041666666666666664,1,1,1,1,1
1376,2,0.5833333333333334,2,2,1,1,1
907,2,0.041666666666666664,1,1,1,1,1
338,2,0.041666666666666664,1,1,1,1,1
1383,2,0.041666666666666664,1,1,1,1,1
1391,2,0.041666666666666664,1,1,1,1,1
1373,2,0.041666666666666664,1,1,1,1,1
1265,2,0.041666666666666664,1,1,1,1,1
1268,2,0.041666666666666664,1,1,1,1,1
1074,2,0.041666666666666664,1,1,1,1,1
1018,2,0.25,1,1,1,1,1
1275,2,0.041666666666666664,1,1,1,1,1
1277,2,0.041666666666666664,1,1,1,1,1
227,2,0.041666666666666664,1,1,1,1,1
1020,2,0.041666666666666664,1,1,1,1,1
287,2,0.041666666666666664,1,1,1,1,1
1003,2,0.041666666666666664,1,1,1,1,1
1308,2,0.041666666666666664,1,1,1,1,1
969,2,0.25,1,1,1,1,1
334,2,0.041666666666666664,1,1,1,1,1
1309,2,0.041666666666666664,1,1,1,1,1
330,2,0.041666666666666664,1,1,1,1,1
327,2,0.041666666666666664,1,1,1,1,1
1002,2,0.041666666666666664,1,1,1,1,1
993,2,0.041666666666666664,1,1,1,1,1
1320,2,0.041666666666666664,1,1,1,1,1
986,2,0.041666666666666664,1,1,1,1,1
1012,2,0.041666666666666664,1,1,1,1,1
954,2,0.041666666666666664,1,1,1,1,1
981,2,0.041666666666666664,1,1,1,1,1
1331,2,0.041666666666666664,1,1,1,1,1
335,2,0.041666666666666664,1,1,1,1,1
608,2,0.041666666666666664,1,1,1,1,1
1706,2,0.16666666666666666,1,1,1,1,1
638,2,0.125,1,1,1,1,1
1717,2,0.041666666666666664,1,1,1,1,1
1637,2,0.041666666666666664,1,1,1,1,1
1766,2,0.041666666666666664,1,1,1,1,1
1759,2,0.041666666666666664,1,1,1,1,1
473,2,0.041666666666666664,1,1,1,1,1
593,2,0.041666666666666664,1,1,1,1,1
568,2,0.041666666666666664,1,1,1,1,1
1661,2,0.041666666666666664,1,1,1,1,1
477,2,0.7083333333333334,2,2,1,1,1
1667,2,0.041666666666666664,1,1,1,1,1
1669,2,0.041666666666666664,1,1,1,1,1
557,2,0.041666666666666664,1,1,1,1,1
8,2,0.041666666666666664,1,1,1,1,1
1734,2,0.08333333333333333,1,1,1,1,1
116,2,0.041666666666666664,1,1,1,1,1
470,2,0.041666666666666664,1,1,1,1,1
1716,2,0.041666666666666664,1,1,1,1,1
1720,2,0.08333333333333333,1,1,1,1,1
10,2,0.041666666666666664,1,1,1,1,1
13,2,0.041666666666666664,1,1,1,1,1
596,2,0.041666666666666664,1,1,1,1,1
1765,2,0.041666666666666664,1,1,1,1,1
484,2,0.16666666666666666,1,1,1,1,1
533,2,0.041666666666666664,1,1,1,1,1
474,2,0.041666666666666664,1,1,1,1,1
1623,2,0.4583333333333333,2,1,1,1,1
506,2,0.041666666666666664,1,1,1,1,1
20,2,0.041666666666666664,1,1,1,1,1
579,2,0.041666666666666664,1,1,1,1,1
602,2,0.041666666666666664,1,1,1,1,1
603,2,0.08333333333333333,1,1,1,1,1
1659,2,0.041666666666666664,1,1,1,1,1
16,2,0.041666666666666664,1,1,1,1,1
554,2,0.041666666666666664,1,1,1,1,1
1753,2,0.041666666666666664,1,1,1,1,1
465,2,0.625,2,2,1,1,1
1630,2,0.041666666666666664,1,1,1,1,1
1760,2,0.041666666666666664,1,1,1,1,1
562,2,0.041666666666666664,1,1,1,1,1
434,2,0.041666666666666664,1,1,1,1,1
1647,2,0.041666666666666664,1,1,1,1,1
1676,2,0.041666666666666664,1,1,1,1,1
454,2,0.041666666666666664,1,1,1,1,1
584,2,0.041666666666666664,1,1,1,1,1
646,2,0.041666666666666664,1,1,1,1,1
26,2,0.041666666666666664,1,1,1,1,1
1686,2,0.041666666666666664,1,1,1,1,1
58,2,0.041666666666666664,1,1,1,1,1
1744,2,0.041666666666666664,1,1,1,1,1
1677,2,0.041666666666666664,1,1,1,1,1
524,2,0.041666666666666664,1,1,1,1,1
621,2,0.041666666666666664,1,1,1,1,1
515,2,0.041666666666666664,1,1,1,1,1
517,2,0.041666666666666664,1,1,1,1,1
457,2,0.041666666666666664,1,1,1,1,1
653,2,0.041666666666666664,1,1,1,1,1
59,2,0.041666666666666664,1,1,1,1,1
1746,2,0.041666666666666664,1,1,1,1,1
614,2,0.041666666666666664,1,1,1,1,1
558,2,0.041666666666666664,1,1,1,1,1
1643,2,0.041666666666666664,1,1,1,1,1
565,2,0.041666666666666664,1,1,1,1,1
624,2,0.041666666666666664,1,1,1,1,1
56,2,0.041666666666666664,1,1,1,1,1
1733,2,0.08333333333333333,1,1,1,1,1
449,2,0.041666666666666664,1,1,1,1,1
1730,2,0.125,1,1,1,1,1
542,2,0.041666666666666664,1,1,1,1,1
623,2,0.041666666666666664,1,1,1,1,1
500,2,0.041666666666666664,1,1,1,1,1
569,2,0.041666666666666664,1,1,1,1,1
1738,2,0.041666666666666664,1,1,1,1,1
1644,2,0.3333333333333333,2,1,1,1,1
617,2,0.041666666666666664,1,1,1,1,1
1697,1,0.0,1,1,1,1,1
1695,1,0.0,1,1,1,1,1
1698,1,0.0,1,1,1,1,1
1339,1,0.0,1,1,1,1,1
1740,1,0.0,1,1,1,1,1
204,1,0.0,1,1,1,1,1
1699,1,0.0,1,1,1,1,1
1336,1,0.0,1,1,1,1,1
1274,1,0.0,1,1,1,1,1
1276,1,0.0,1,1,1,1,1
1727,1,0.0,1,1,1,1,1
1278,1,0.0,1,1,1,1,1
1281,1,0.0,1,1,1,1,1
1282,1,0.0,1,1,1,1,1
1284,1,0.0,1,1,1,1,1
1292,1,0.0,1,1,1,1,1
1293,1,0.0,1,1,1,1,1
1294,1,0.0,1,1,1,1,1
1696,1,0.0,1,1,1,1,1
228,1,0.0,1,1,1,1,1
229,1,0.0,1,1,1,1,1
230,1,0.0,1,1,1,1,1
1725,1,0.0,1,1,1,1,1
231,1,0.0,1,1,1,1,1
232,1,0.0,1,1,1,1,1
233,1,0.0,1,1,1,1,1
234,1,0.0,1,1,1,1,1
235,1,0.0,1,1,1,1,1
202,1,0.0,1,1,1,1,1
203,1,0.0,1,1,1,1,1
223,1,0.0,1,1,1,1,1
207,1,0.0,1,1,1,1,1
209,1,0.0,1,1,1,1,1
211,1,0.0,1,1,1,1,1
212,1,0.0,1,1,1,1,1
213,1,0.0,1,1,1,1,1
1711,1,0.0,1,1,1,1,1
1710,1,0.0,1,1,1,1,1
216,1,0.0,1,1,1,1,1
217,1,0.0,1,1,1,1,1
186,1,0.0,1,1,1,1,1
187,1,0.0,1,1,1,1,1
188,1,0.0,1,1,1,1,1
189,1,0.0,1,1,1,1,1
1344,1,0.0,1,1,1,1,1
1728,1,0.0,1,1,1,1,1
1687,1,0.0,1,1,1,1,1
1346,1,0.0,1,1,1,1,1
1389,1,0.0,1,1,1,1,1
1358,1,0.0,1,1,1,1,1
1360,1,0.0,1,1,1,1,1
1361,1,0.0,1,1,1,1,1
1364,1,0.0,1,1,1,1,1
1684,1,0.0,1,1,1,1,1
1366,1,0.0,1,1,1,1,1
1367,1,0.0,1,1,1,1,1
1683,1,0.0,1,1,1,1,1
1368,1,0.0,1,1,1,1,1
1340,1,0.0,1,1,1,1,1
1341,1,0.0,1,1,1,1,1
1342,1,0.0,1,1,1,1,1
1657,1,0.0,1,1,1,1,1
1310,1,0.0,1,1,1,1,1
1693,1,0.0,1,1,1,1,1
1311,1,0.0,1,1,1,1,1
1313,1,0.0,1,1,1,1,1
1691,1,0.0,1,1,1,1,1
1314,1,0.0,1,1,1,1,1
1316,1,0.0,1,1,1,1,1
1690,1,0.0,1,1,1,1,1
1317,1,0.0,1,1,1,1,1
1319,1,0.0,1,1,1,1,1
1689,1,0.0,1,1,1,1,1
1321,1,0.0,1,1,1,1,1
1322,1,0.0,1,1,1,1,1
1323,1,0.0,1,1,1,1,1
1291,1,0.0,1,1,1,1,1
206,1,0.0,1,1,1,1,1
1348,1,0.0,1,1,1,1,1
1352,1,0.0,1,1,1,1,1
1354,1,0.0,1,1,1,1,1
1355,1,0.0,1,1,1,1,1
1356,1,0.0,1,1,1,1,1
1719,1,0.0,1,1,1,1,1
1326,1,0.0,1,1,1,1,1
1327,1,0.0,1,1,1,1,1
1328,1,0.0,1,1,1,1,1
1329,1,0.0,1,1,1,1,1
1330,1,0.0,1,1,1,1,1
1332,1,0.0,1,1,1,1,1
1333,1,0.0,1,1,1,1,1
1334,1,0.0,1,1,1,1,1
1714,1,0.0,1,1,1,1,1
1347,1,0.0,1,1,1,1,1
1775,1,0.0,1,1,1,1,1
1774,1,0.0,1,1,1,1,1
1773,1,0.0,1,1,1,1,1
1207,1,0.0,1,1,1,1,1
1208,1,0.0,1,1,1,1,1
1772,1,0.0,1,1,1,1,1
1771,1,0.0,1,1,1,1,1
1213,1,0.0,1,1,1,1,1
1215,1,0.0,1,1,1,1,1
1216,1,0.0,1,1,1,1,1
1219,1,0.0,1,1,1,1,1
1220,1,0.0,1,1,1,1,1
1221,1,0.0,1,1,1,1,1
1769,1,0.0,1,1,1,1,1
1262,1,0.0,1,1,1,1,1
1194,1,0.0,1,1,1,1,1
1247,1,0.0,1,1,1,1,1
472,1,0.0,1,1,1,1,1
1722,1,0.0,1,1,1,1,1
32,1,0.0,1,1,1,1,1
35,1,0.0,1,1,1,1,1
1741,1,0.0,1,1,1,1,1
1756,1,0.0,1,1,1,1,1
1223,1,0.0,1,1,1,1,1
1225,1,0.0,1,1,1,1,1
1763,1,0.0,1,1,1,1,1
1762,1,0.0,1,1,1,1,1
1761,1,0.0,1,1,1,1,1
1232,1,0.0,1,1,1,1,1
1724,1,0.0,1,1,1,1,1
1175,1,0.0,1,1,1,1,1
1176,1,0.0,1,1,1,1,1
1177,1,0.0,1,1,1,1,1
1179,1,0.0,1,1,1,1,1
1181,1,0.0,1,1,1,1,1
1182,1,0.0,1,1,1,1,1
1206,1,0.0,1,1,1,1,1
1183,1,0.0,1,1,1,1,1
1184,1,0.0,1,1,1,1,1
1185,1,0.0,1,1,1,1,1
258,1,0.0,1,1,1,1,1
259,1,0.0,1,1,1,1,1
1737,1,0.0,1,1,1,1,1
260,1,0.0,1,1,1,1,1
1238,1,0.0,1,1,1,1,1
264,1,0.0,1,1,1,1,1
265,1,0.0,1,1,1,1,1
85,1,0.0,1,1,1,1,1
266,1,0.0,1,1,1,1,1
84,1,0.0,1,1,1,1,1
82,1,0.0,1,1,1,1,1
268,1,0.0,1,1,1,1,1
269,1,0.0,1,1,1,1,1
236,1,0.0,1,1,1,1,1
237,1,0.0,1,1,1,1,1
239,1,0.0,1,1,1,1,1
240,1,0.0,1,1,1,1,1
81,1,0.0,1,1,1,1,1
1196,1,0.0,1,1,1,1,1
80,1,0.0,1,1,1,1,1
262,1,0.0,1,1,1,1,1
1705,1,0.0,1,1,1,1,1
1250,1,0.0,1,1,1,1,1
1256,1,0.0,1,1,1,1,1
1736,1,0.0,1,1,1,1,1
1240,1,0.0,1,1,1,1,1
1241,1,0.0,1,1,1,1,1
1285,1,0.0,1,1,1,1,1
1286,1,0.0,1,1,1,1,1
1287,1,0.0,1,1,1,1,1
1289,1,0.0,1,1,1,1,1
1290,1,0.0,1,1,1,1,1
1735,1,0.0,1,1,1,1,1
1261,1,0.0,1,1,1,1,1
1682,1,0.0,1,1,1,1,1
15,1,0.0,1,1,1,1,1
1731,1,0.0,1,1,1,1,1
1266,1,0.0,1,1,1,1,1
1269,1,0.0,1,1,1,1,1
1271,1,0.0,1,1,1,1,1
1272,1,0.0,1,1,1,1,1
205,1,0.0,1,1,1,1,1
1295,1,0.0,1,1,1,1,1
1296,1,0.0,1,1,1,1,1
1297,1,0.0,1,1,1,1,1
1729,1,0.0,1,1,1,1,1
1300,1,0.0,1,1,1,1,1
1302,1,0.0,1,1,1,1,1
1304,1,0.0,1,1,1,1,1
1306,1,0.0,1,1,1,1,1
1732,1,0.0,1,1,1,1,1
14,1,0.0,1,1,1,1,1
1233,1,0.0,1,1,1,1,1
1236,1,0.0,1,1,1,1,1
1242,1,0.0,1,1,1,1,1
1243,1,0.0,1,1,1,1,1
241,1,0.0,1,1,1,1,1
242,1,0.0,1,1,1,1,1
9,1,0.0,1,1,1,1,1
243,1,0.0,1,1,1,1,1
444,1,0.0,1,1,1,1,1
245,1,0.0,1,1,1,1,1
246,1,0.0,1,1,1,1,1
247,1,0.0,1,1,1,1,1
248,1,0.0,1,1,1,1,1
1248,1,0.0,1,1,1,1,1
251,1,0.0,1,1,1,1,1
252,1,0.0,1,1,1,1,1
253,1,0.0,1,1,1,1,1
219,1,0.0,1,1,1,1,1
222,1,0.0,1,1,1,1,1
441,1,0.0,1,1,1,1,1
1273,1,0.0,1,1,1,1,1
40,1,0.0,1,1,1,1,1
41,1,0.0,1,1,1,1,1
43,1,0.0,1,1,1,1,1
45,1,0.0,1,1,1,1,1
1708,1,0.0,1,1,1,1,1
1707,1,0.0,1,1,1,1,1
46,1,0.0,1,1,1,1,1
47,1,0.0,1,1,1,1,1
250,1,0.0,1,1,1,1,1
1530,1,0.0,1,1,1,1,1
28,1,0.0,1,1,1,1,1
1532,1,0.0,1,1,1,1,1
27,1,0.0,1,1,1,1,1
1536,1,0.0,1,1,1,1,1
1539,1,0.0,1,1,1,1,1
1511,1,0.0,1,1,1,1,1
1512,1,0.0,1,1,1,1,1
156,1,0.0,1,1,1,1,1
157,1,0.0,1,1,1,1,1
159,1,0.0,1,1,1,1,1
160,1,0.0,1,1,1,1,1
1562,1,0.0,1,1,1,1,1
1564,1,0.0,1,1,1,1,1
1392,1,0.0,1,1,1,1,1
25,1,0.0,1,1,1,1,1
24,1,0.0,1,1,1,1,1
1568,1,0.0,1,1,1,1,1
1569,1,0.0,1,1,1,1,1
1572,1,0.0,1,1,1,1,1
1573,1,0.0,1,1,1,1,1
1542,1,0.0,1,1,1,1,1
23,1,0.0,1,1,1,1,1
1548,1,0.0,1,1,1,1,1
1549,1,0.0,1,1,1,1,1
1656,1,0.0,1,1,1,1,1
21,1,0.0,1,1,1,1,1
1551,1,0.0,1,1,1,1,1
1555,1,0.0,1,1,1,1,1
1566,1,0.0,1,1,1,1,1
154,1,0.0,1,1,1,1,1
155,1,0.0,1,1,1,1,1
1640,1,0.0,1,1,1,1,1
1639,1,0.0,1,1,1,1,1
1672,1,0.0,1,1,1,1,1
1666,1,0.0,1,1,1,1,1
1664,1,0.0,1,1,1,1,1
167,1,0.0,1,1,1,1,1
1662,1,0.0,1,1,1,1,1
135,1,0.0,1,1,1,1,1
107,1,0.0,1,1,1,1,1
137,1,0.0,1,1,1,1,1
138,1,0.0,1,1,1,1,1
1625,1,0.0,1,1,1,1,1
30,1,0.0,1,1,1,1,1
1514,1,0.0,1,1,1,1,1
1516,1,0.0,1,1,1,1,1
1517,1,0.0,1,1,1,1,1
1519,1,0.0,1,1,1,1,1
1520,1,0.0,1,1,1,1,1
1523,1,0.0,1,1,1,1,1
1638,1,0.0,1,1,1,1,1
1636,1,0.0,1,1,1,1,1
1524,1,0.0,1,1,1,1,1
1557,1,0.0,1,1,1,1,1
1525,1,0.0,1,1,1,1,1
1526,1,0.0,1,1,1,1,1
1528,1,0.0,1,1,1,1,1
1635,1,0.0,1,1,1,1,1
1633,1,0.0,1,1,1,1,1
1513,1,0.0,1,1,1,1,1
111,1,0.0,1,1,1,1,1
127,1,0.0,1,1,1,1,1
128,1,0.0,1,1,1,1,1
131,1,0.0,1,1,1,1,1
132,1,0.0,1,1,1,1,1
133,1,0.0,1,1,1,1,1
134,1,0.0,1,1,1,1,1
103,1,0.0,1,1,1,1,1
110,1,0.0,1,1,1,1,1
105,1,0.0,1,1,1,1,1
1595,1,0.0,1,1,1,1,1
1597,1,0.0,1,1,1,1,1
109,1,0.0,1,1,1,1,1
1598,1,0.0,1,1,1,1,1
18,1,0.0,1,1,1,1,1
1600,1,0.0,1,1,1,1,1
1602,1,0.0,1,1,1,1,1
126,1,0.0,1,1,1,1,1
125,1,0.0,1,1,1,1,1
1607,1,0.0,1,1,1,1,1
1609,1,0.0,1,1,1,1,1
124,1,0.0,1,1,1,1,1
1610,1,0.0,1,1,1,1,1
1612,1,0.0,1,1,1,1,1
123,1,0.0,1,1,1,1,1
1590,1,0.0,1,1,1,1,1
1616,1,0.0,1,1,1,1,1
1621,1,0.0,1,1,1,1,1
1618,1,0.0,1,1,1,1,1
1619,1,0.0,1,1,1,1,1
1599,1,0.0,1,1,1,1,1
140,1,0.0,1,1,1,1,1
141,1,0.0,1,1,1,1,1
142,1,0.0,1,1,1,1,1
1628,1,0.0,1,1,1,1,1
144,1,0.0,1,1,1,1,1
145,1,0.0,1,1,1,1,1
146,1,0.0,1,1,1,1,1
147,1,0.0,1,1,1,1,1
148,1,0.0,1,1,1,1,1
1627,1,0.0,1,1,1,1,1
150,1,0.0,1,1,1,1,1
86,1,0.0,1,1,1,1,1
119,1,0.0,1,1,1,1,1
120,1,0.0,1,1,1,1,1
1561,1,0.0,1,1,1,1,1
122,1,0.0,1,1,1,1,1
1605,1,0.0,1,1,1,1,1
118,1,0.0,1,1,1,1,1
1606,1,0.0,1,1,1,1,1
1574,1,0.0,1,1,1,1,1
1575,1,0.0,1,1,1,1,1
1576,1,0.0,1,1,1,1,1
114,1,0.0,1,1,1,1,1
1579,1,0.0,1,1,1,1,1
1580,1,0.0,1,1,1,1,1
1581,1,0.0,1,1,1,1,1
113,1,0.0,1,1,1,1,1
1584,1,0.0,1,1,1,1,1
1586,1,0.0,1,1,1,1,1
112,1,0.0,1,1,1,1,1
121,1,0.0,1,1,1,1,1
1406,1,0.0,1,1,1,1,1
1407,1,0.0,1,1,1,1,1
1700,1,0.0,1,1,1,1,1
1408,1,0.0,1,1,1,1,1
1409,1,0.0,1,1,1,1,1
1410,1,0.0,1,1,1,1,1
1411,1,0.0,1,1,1,1,1
1768,1,0.0,1,1,1,1,1
1416,1,0.0,1,1,1,1,1
1417,1,0.0,1,1,1,1,1
1418,1,0.0,1,1,1,1,1
1419,1,0.0,1,1,1,1,1
1420,1,0.0,1,1,1,1,1
1421,1,0.0,1,1,1,1,1
151,1,0.0,1,1,1,1,1
1446,1,0.0,1,1,1,1,1
1447,1,0.0,1,1,1,1,1
1448,1,0.0,1,1,1,1,1
1449,1,0.0,1,1,1,1,1
1450,1,0.0,1,1,1,1,1
1454,1,0.0,1,1,1,1,1
1424,1,0.0,1,1,1,1,1
102,1,0.0,1,1,1,1,1
1426,1,0.0,1,1,1,1,1
101,1,0.0,1,1,1,1,1
1428,1,0.0,1,1,1,1,1
1429,1,0.0,1,1,1,1,1
1433,1,0.0,1,1,1,1,1
100,1,0.0,1,1,1,1,1
1434,1,0.0,1,1,1,1,1
1390,1,0.0,1,1,1,1,1
1343,1,0.0,1,1,1,1,1
1394,1,0.0,1,1,1,1,1
1681,1,0.0,1,1,1,1,1
1680,1,0.0,1,1,1,1,1
1399,1,0.0,1,1,1,1,1
1401,1,0.0,1,1,1,1,1
1402,1,0.0,1,1,1,1,1
1377,1,0.0,1,1,1,1,1
1378,1,0.0,1,1,1,1,1
1380,1,0.0,1,1,1,1,1
1381,1,0.0,1,1,1,1,1
1675,1,0.0,1,1,1,1,1
1384,1,0.0,1,1,1,1,1
1387,1,0.0,1,1,1,1,1
1439,1,0.0,1,1,1,1,1
1674,1,0.0,1,1,1,1,1
1393,1,0.0,1,1,1,1,1
1704,1,0.0,1,1,1,1,1
191,1,0.0,1,1,1,1,1
192,1,0.0,1,1,1,1,1
193,1,0.0,1,1,1,1,1
194,1,0.0,1,1,1,1,1
197,1,0.0,1,1,1,1,1
198,1,0.0,1,1,1,1,1
199,1,0.0,1,1,1,1,1
1703,1,0.0,1,1,1,1,1
1701,1,0.0,1,1,1,1,1
73,1,0.0,1,1,1,1,1
74,1,0.0,1,1,1,1,1
75,1,0.0,1,1,1,1,1
1388,1,0.0,1,1,1,1,1
1652,1,0.0,1,1,1,1,1
1476,1,0.0,1,1,1,1,1
1442,1,0.0,1,1,1,1,1
1443,1,0.0,1,1,1,1,1
1499,1,0.0,1,1,1,1,1
1501,1,0.0,1,1,1,1,1
1502,1,0.0,1,1,1,1,1
1503,1,0.0,1,1,1,1,1
1505,1,0.0,1,1,1,1,1
1651,1,0.0,1,1,1,1,1
1507,1,0.0,1,1,1,1,1
1508,1,0.0,1,1,1,1,1
1649,1,0.0,1,1,1,1,1
1478,1,0.0,1,1,1,1,1
1435,1,0.0,1,1,1,1,1
1648,1,0.0,1,1,1,1,1
1482,1,0.0,1,1,1,1,1
1483,1,0.0,1,1,1,1,1
1485,1,0.0,1,1,1,1,1
1486,1,0.0,1,1,1,1,1
1487,1,0.0,1,1,1,1,1
1494,1,0.0,1,1,1,1,1
1496,1,0.0,1,1,1,1,1
173,1,0.0,1,1,1,1,1
175,1,0.0,1,1,1,1,1
64,1,0.0,1,1,1,1,1
65,1,0.0,1,1,1,1,1
67,1,0.0,1,1,1,1,1
68,1,0.0,1,1,1,1,1
70,1,0.0,1,1,1,1,1
1479,1,0.0,1,1,1,1,1
1436,1,0.0,1,1,1,1,1
99,1,0.0,1,1,1,1,1
98,1,0.0,1,1,1,1,1
1444,1,0.0,1,1,1,1,1
76,1,0.0,1,1,1,1,1
97,1,0.0,1,1,1,1,1
78,1,0.0,1,1,1,1,1
79,1,0.0,1,1,1,1,1
177,1,0.0,1,1,1,1,1
178,1,0.0,1,1,1,1,1
96,1,0.0,1,1,1,1,1
95,1,0.0,1,1,1,1,1
182,1,0.0,1,1,1,1,1
183,1,0.0,1,1,1,1,1
1655,1,0.0,1,1,1,1,1
94,1,0.0,1,1,1,1,1
170,1,0.0,1,1,1,1,1
171,1,0.0,1,1,1,1,1
93,1,0.0,1,1,1,1,1
1445,1,0.0,1,1,1,1,1
1489,1,0.0,1,1,1,1,1
1490,1,0.0,1,1,1,1,1
1491,1,0.0,1,1,1,1,1
1492,1,0.0,1,1,1,1,1
1457,1,0.0,1,1,1,1,1
1458,1,0.0,1,1,1,1,1
1459,1,0.0,1,1,1,1,1
1658,1,0.0,1,1,1,1,1
1466,1,0.0,1,1,1,1,1
1469,1,0.0,1,1,1,1,1
184,1,0.0,1,1,1,1,1
690,1,0.0,1,1,1,1,1
689,1,0.0,1,1,1,1,1
718,1,0.0,1,1,1,1,1
717,1,0.0,1,1,1,1,1
716,1,0.0,1,1,1,1,1
715,1,0.0,1,1,1,1,1
685,1,0.0,1,1,1,1,1
684,1,0.0,1,1,1,1,1
1106,1,0.0,1,1,1,1,1
682,1,0.0,1,1,1,1,1
681,1,0.0,1,1,1,1,1
678,1,0.0,1,1,1,1,1
676,1,0.0,1,1,1,1,1
675,1,0.0,1,1,1,1,1
674,1,0.0,1,1,1,1,1
673,1,0.0,1,1,1,1,1
704,1,0.0,1,1,1,1,1
683,1,0.0,1,1,1,1,1
713,1,0.0,1,1,1,1,1
712,1,0.0,1,1,1,1,1
711,1,0.0,1,1,1,1,1
710,1,0.0,1,1,1,1,1
709,1,0.0,1,1,1,1,1
707,1,0.0,1,1,1,1,1
706,1,0.0,1,1,1,1,1
705,1,0.0,1,1,1,1,1
691,1,0.0,1,1,1,1,1
735,1,0.0,1,1,1,1,1
734,1,0.0,1,1,1,1,1
731,1,0.0,1,1,1,1,1
699,1,0.0,1,1,1,1,1
697,1,0.0,1,1,1,1,1
696,1,0.0,1,1,1,1,1
695,1,0.0,1,1,1,1,1
693,1,0.0,1,1,1,1,1
738,1,0.0,1,1,1,1,1
404,1,0.0,1,1,1,1,1
53,1,0.0,1,1,1,1,1
51,1,0.0,1,1,1,1,1
49,1,0.0,1,1,1,1,1
48,1,0.0,1,1,1,1,1
429,1,0.0,1,1,1,1,1
428,1,0.0,1,1,1,1,1
427,1,0.0,1,1,1,1,1
703,1,0.0,1,1,1,1,1
644,1,0.0,1,1,1,1,1
643,1,0.0,1,1,1,1,1
630,1,0.0,1,1,1,1,1
629,1,0.0,1,1,1,1,1
628,1,0.0,1,1,1,1,1
655,1,0.0,1,1,1,1,1
652,1,0.0,1,1,1,1,1
651,1,0.0,1,1,1,1,1
425,1,0.0,1,1,1,1,1
702,1,0.0,1,1,1,1,1
701,1,0.0,1,1,1,1,1
700,1,0.0,1,1,1,1,1
671,1,0.0,1,1,1,1,1
670,1,0.0,1,1,1,1,1
669,1,0.0,1,1,1,1,1
668,1,0.0,1,1,1,1,1
667,1,0.0,1,1,1,1,1
407,1,0.0,1,1,1,1,1
664,1,0.0,1,1,1,1,1
662,1,0.0,1,1,1,1,1
661,1,0.0,1,1,1,1,1
660,1,0.0,1,1,1,1,1
658,1,0.0,1,1,1,1,1
657,1,0.0,1,1,1,1,1
688,1,0.0,1,1,1,1,1
686,1,0.0,1,1,1,1,1
645,1,0.0,1,1,1,1,1
665,1,0.0,1,1,1,1,1
773,1,0.0,1,1,1,1,1
772,1,0.0,1,1,1,1,1
802,1,0.0,1,1,1,1,1
801,1,0.0,1,1,1,1,1
800,1,0.0,1,1,1,1,1
797,1,0.0,1,1,1,1,1
795,1,0.0,1,1,1,1,1
793,1,0.0,1,1,1,1,1
725,1,0.0,1,1,1,1,1
791,1,0.0,1,1,1,1,1
790,1,0.0,1,1,1,1,1
788,1,0.0,1,1,1,1,1
787,1,0.0,1,1,1,1,1
779,1,0.0,1,1,1,1,1
778,1,0.0,1,1,1,1,1
777,1,0.0,1,1,1,1,1
374,1,0.0,1,1,1,1,1
792,1,0.0,1,1,1,1,1
846,1,0.0,1,1,1,1,1
842,1,0.0,1,1,1,1,1
840,1,0.0,1,1,1,1,1
817,1,0.0,1,1,1,1,1
816,1,0.0,1,1,1,1,1
815,1,0.0,1,1,1,1,1
814,1,0.0,1,1,1,1,1
813,1,0.0,1,1,1,1,1
830,1,0.0,1,1,1,1,1
809,1,0.0,1,1,1,1,1
808,1,0.0,1,1,1,1,1
806,1,0.0,1,1,1,1,1
805,1,0.0,1,1,1,1,1
836,1,0.0,1,1,1,1,1
834,1,0.0,1,1,1,1,1
833,1,0.0,1,1,1,1,1
831,1,0.0,1,1,1,1,1
810,1,0.0,1,1,1,1,1
749,1,0.0,1,1,1,1,1
746,1,0.0,1,1,1,1,1
745,1,0.0,1,1,1,1,1
742,1,0.0,1,1,1,1,1
739,1,0.0,1,1,1,1,1
769,1,0.0,1,1,1,1,1
768,1,0.0,1,1,1,1,1
391,1,0.0,1,1,1,1,1
373,1,0.0,1,1,1,1,1
388,1,0.0,1,1,1,1,1
387,1,0.0,1,1,1,1,1
419,1,0.0,1,1,1,1,1
417,1,0.0,1,1,1,1,1
412,1,0.0,1,1,1,1,1
410,1,0.0,1,1,1,1,1
409,1,0.0,1,1,1,1,1
408,1,0.0,1,1,1,1,1
390,1,0.0,1,1,1,1,1
403,1,0.0,1,1,1,1,1
402,1,0.0,1,1,1,1,1
400,1,0.0,1,1,1,1,1
394,1,0.0,1,1,1,1,1
393,1,0.0,1,1,1,1,1
774,1,0.0,1,1,1,1,1
767,1,0.0,1,1,1,1,1
765,1,0.0,1,1,1,1,1
750,1,0.0,1,1,1,1,1
758,1,0.0,1,1,1,1,1
757,1,0.0,1,1,1,1,1
756,1,0.0,1,1,1,1,1
755,1,0.0,1,1,1,1,1
